Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables
USA,2007,Solar,14724.23546026607,4392.849173668793,9892709062.604937,1200901309,50493001708218.03,934642.838636241,16022.960842578948,37027.91644370166,850284.5675409836,192395,1,7326500395.238034,0,33.833002597187864,1363.661435290452,195.373166770336,14.026011068408124,36.90220754013384,9.186159163943264,77.02364644667831,907.2534533102844,0.2029250851252022,0.4446682310634358,173082095.37103572,304391534.6001245
Brazil,2002,Wind,63914.5033255624,23576.93341934626,3235167750.0490694,162904423,14629067376200.111,202767.14923156635,18446.63356827637,11058.557251296545,357549.2382543771,998387,1,8529222683.868613,0,16.956973409177426,2611.7094611839843,172.15821832146344,7.636916225025109,33.26499567353161,67.62655937542412,79.45610671173206,999.5389942194493,0.4372736097497632,0.259927743554766,357385913.30919933,7362056.418501976
Japan,2010,Wind,15978.15052545963,35077.56500883726,7838277024.312838,871591166,10712556927323.78,862666.6071789762,67349.50484784714,9039.484146084287,233227.1240564334,651031,1,7871096067.637787,0,33.9143589386144,2958.47602994915,181.97021764679917,4.746622352766187,0.2814234010153016,16.14114855146743,42.5152378661595,176.35626973924516,0.4120427794369754,0.2484252690102178,247888160.0330682,917066694.5011326
Brazil,2017,Solar,99861.15067454443,1952.9047936907227,1046081215.8587348,625145524,136219483523621.72,335391.2959978403,98429.01854899408,29837.065708913207,672325.1160346111,105895,1,5460418916.043878,0,28.725312586405582,1540.9835988538046,243.28105169390295,12.903447593866236,33.071288841356605,52.66358283788423,21.97607653130657,427.06492230011,0.2744197594341405,0.1718658062818457,83044053.81977966,190304545.81565952
Japan,2018,Wind,54542.47588894952,31999.213750148447,7440496478.988534,438333145,168026572272762.75,933242.1888762248,29686.282351733636,29597.035981229743,167642.675029816,930953,0,7439652109.772327,1,15.531874119325508,2940.39701445341,264.37495250450024,8.582922555878822,14.07049266471725,83.60077172826557,54.85330693483724,245.12633362101835,0.4970010683490725,0.3712351487526497,81922314.6979675,795007886.8113751
India,2014,Solar,58531.58886683059,5827.722698696321,6201958390.508019,1465595104,163153441299333.7,184770.09252062096,80058.4570805559,91160.72126715956,658154.8241521231,679882,0,2678076243.638273,1,-7.287068569724938,1570.8661952399832,192.21131841687128,10.7422745405387,43.78978406600158,60.67590280077953,88.61828257667852,550.4696413414094,0.9486093192044696,0.3028289790996731,460599933.2210967,943624662.899069
China,2019,Solar,13971.29064687014,9270.85758814561,5744406107.41465,1109874556,85213111128369.11,585596.9673893141,12893.429684703797,23039.24337052995,626178.0410349978,102736,0,9171389188.215357,0,2.581276197040731,1315.7833303611494,194.64845855873315,11.205771449785011,70.63858890638384,52.69543797639458,0.4892420930665775,18.285563716303937,0.3293353328350227,0.371528337428999,903585687.0170772,704721926.1725528
France,2002,Solar,87679.01365319012,23658.49175222378,6480272126.282264,1451627746,165435381509097.7,21137.762369183136,56361.57593255276,24833.11786363076,79222.32556066134,724891,0,7324341728.975364,0,15.872552324368137,417.3913308315391,165.5980337977707,0.4218385006738279,44.559950666928735,17.039927487287475,22.815765820199584,722.3801238994031,0.7814083356036746,0.2497169368436227,477504999.1560468,138812412.52123222
Australia,2020,Solar,57717.43184361007,23810.58108062315,3966065012.852763,371614887,159188686777367.84,336285.89719406725,28274.98359261175,67330.48034672433,52648.25922863162,518296,1,3772747239.885336,1,33.672372664719234,2088.0815061224603,283.6760717587355,1.9887025999747443,53.92813548096351,15.123978623344392,60.51462421452049,228.3772800082584,0.9517648717490372,0.2043823656885953,904235237.7609024,5062783.165063814
China,2013,Solar,10731.111910592384,12108.957172179164,6636097003.546138,578083504,181625794087039.47,65704.28894717245,85993.79093059208,47052.03268400726,111295.62336396992,946092,1,9333597915.72984,1,-8.63567952821225,1704.9688615800703,276.2932495930223,6.870274200479858,19.476332138637265,35.12784162822166,43.43841159890725,120.98987336193572,0.3749323625443034,0.4218011996007579,432687588.59409416,896289282.5882167
Germany,2014,Solar,37132.57843855048,38298.72751249717,7024112205.711294,1329471068,113169476800665.23,140129.75031246556,73620.28585871025,7198.352674186642,283575.51962384017,981469,1,5084065077.494104,1,18.55541363992967,1242.2781603530043,169.644661531478,4.049057032739143,49.033851158716345,88.45398191436408,70.27015096085918,580.5866592535315,0.7225611897118909,0.098282438223604,946443969.0383872,535538169.9502057
France,2000,Wind,62018.82564891921,42437.267446557074,7129149850.159493,869125182,36057696796685.4,104394.36601346573,18950.07733073697,27896.01423095509,595145.796175625,36965,0,5617475770.103191,0,5.775086138693927,1342.7228614019457,296.7560212011563,6.267304876835488,98.60453961740863,19.681490617084485,94.72473384274792,19.604571538699,0.4648420243763306,0.1444514654236658,59248628.18182457,588559466.4964207
Russia,2021,Solar,26912.363277678585,47882.494330377565,9313443154.836208,1000231611,185840502807601.7,52294.904595432585,50803.95107700695,23797.11745940546,718343.2092925604,523072,0,9268959404.95169,1,4.954098937013526,2247.912192672899,144.82857233905668,10.075279451742572,69.4040095915021,59.526143527115984,8.9913333979605,980.7814197575156,0.6133536314958913,0.4235528986049259,180934144.84594348,214170599.5089964
Japan,2018,Solar,44734.866953012126,21916.66120089712,4029472856.205898,1466246500,68227149826875.33,213536.4358407418,13348.082087232086,28623.488611423,946235.1579331894,286513,1,2460906343.470442,0,38.07189495529652,474.0377916540945,297.257651524827,4.12241488418248,98.51405804479442,67.43211491534653,41.69974367751527,57.290281404132784,0.4930878311770826,0.1890444181252569,598076435.6257728,788652030.3480031
China,2017,Solar,97820.22536995789,7865.926266075974,5732230209.691161,1013136606,186607581510175.6,904538.5214667828,38900.84031833612,57595.683385445685,848906.8745304167,687917,0,9902953626.391884,1,34.994306228305604,2414.680092444357,111.1431930723661,13.283949871675947,5.755457514014806,71.65994662958404,27.890336284754504,279.71522366217425,0.3226445038350657,0.2030617736061938,685905034.8511351,737086763.5591341
India,2008,Wind,27321.14519056923,48880.71283043752,6716457115.457313,865176452,67047941076232.42,262844.8790429203,7764.120223290618,2247.933413642295,443155.6020488112,115312,1,3520977586.972935,0,8.138884215579715,243.0603669861436,115.25524742952736,6.374570050601975,60.167546393334185,6.124622084278508,93.84839260898048,520.4570827838425,0.1120581340347915,0.4834648243976391,123351859.89484842,360485797.37859696
France,2011,Solar,31315.665129302903,49879.33357672671,4339394036.46758,473492560,42500963886409.27,574171.1321324761,89024.57065774476,43998.95092794493,206264.272808278,353519,0,4361315204.322524,0,29.30547693848689,2852.968798256201,260.916263117062,8.595361044587445,74.61360594808937,73.40082533251513,12.127174957780074,85.34982718084265,0.8387075707742622,0.2672190873638138,446482285.6734762,127836012.19443204
Japan,2007,Wind,53119.10722630268,18777.363037797742,2563689299.904989,171987937,95809712194322.69,881017.7517339858,26302.66763829268,70445.00775986139,810040.9003574941,990881,0,726934120.1054878,0,7.366143110467313,685.9940866532056,274.7992171818972,2.2221744518134203,68.24478180695345,15.630877887373352,3.3363927549269645,303.5983700775552,0.4508793945856215,0.298157920067566,652680298.7298725,27191768.45384566
India,2011,Wind,20306.136775857,45987.35036051302,6388215395.722243,991356071,62736351581479.66,43774.885773744914,83012.87296696327,4345.645011570921,255852.15826220493,451699,0,110775743.08322716,1,39.4851085434808,2906.692937862392,190.239780517744,9.219368360369224,7.567161606880135,93.72144172667706,95.98373306722988,515.5804735280404,0.1671345037449398,0.0608516490184174,506574639.764018,479978026.2394568
France,2007,Solar,55180.46300572529,22171.658698910756,4770626960.263998,218957193,64722301216389.445,327943.14403638965,15647.121837919549,13486.615351084973,502595.876741416,300047,1,4734823490.565098,0,36.48343243192674,128.87121140305345,258.4417578564685,5.953370068977419,12.72702486767695,49.58565229972033,81.89991346347736,867.2127333419982,0.2165216571880511,0.1129749182983902,984021701.9311228,712408643.0065272
USA,2021,Wind,36437.85712261112,47153.48193885893,8471643943.7979,308440675,164707040110901.78,844289.4393657503,99496.34759128856,54143.46407144661,99261.92353912354,653100,0,9238638380.40854,0,3.980473973503504,1406.45784462064,219.1779449270048,9.02395072250143,43.75064267428365,51.1787159182322,14.02173865631834,561.0658378246928,0.2084217501299425,0.135253285674321,869288208.9954627,782185511.2077986
Australia,2018,Solar,13348.854178319029,739.4926073324433,3325289016.0563555,1386715582,27850496519640.25,172939.16903557684,67668.84792775355,14313.81928004371,532019.3899615322,194908,1,2915723339.1901617,0,19.94512623233848,1233.4353181635706,247.63992521426468,13.813726548139485,99.9815561871886,82.32252479048373,42.29439925696944,560.678194985914,0.7967969189543281,0.3838189909295249,248203839.24782252,908162283.548289
France,2002,Solar,60883.09624241351,45832.080447847584,7786173412.132734,410706992,113304063965753.88,286338.8988941225,34996.495315737004,43367.30826860235,788174.4895501541,91544,0,1297582467.1247156,0,1.6483786989156517,1206.2563806719409,281.7552076283825,13.465347493475829,0.0464647735950896,82.03067166934284,59.934548050036696,986.3582432114254,0.6260099924599091,0.4070274178203464,701253383.6330944,494440081.0499034
Canada,2011,Solar,59406.91014106535,43067.85498185868,1187444338.143347,562391501,154648644605608.1,702874.8936797479,87720.63050616652,63337.10295430744,598958.1339593556,394973,0,2969483684.1503835,1,8.314051453763685,1816.4697261968608,253.82123164158352,4.327819015140752,6.709136546075545,74.94514715316821,80.53319445772566,24.669726554643876,0.3669750244404061,0.1455431659909153,470734209.4472821,421842581.95365405
China,2000,Wind,54656.83931944047,5253.417862109887,8771815820.192636,176836131,105808546933335.12,928973.2790764208,24759.97788242659,86435.74084134412,250409.66500977843,317426,0,1749631414.2078424,1,29.974101573999263,218.96340603757017,272.5545718156915,11.05610545736939,12.757545000467385,91.45810457589954,68.1382637186583,166.47387416774893,0.5824522332640595,0.2291211852512716,568955293.2767949,40134538.600871824
France,2007,Wind,4793.377889749729,44466.954745927935,4207639937.4750414,767801236,181605943889934.16,896047.2204789821,11482.701219014456,21561.43104128449,32843.835931178946,634067,1,6102342554.72015,0,31.123898392978063,2015.7948465503653,249.08391047006532,6.813121265853843,48.48645441618038,79.74365070838161,39.63365215680595,220.08296235291013,0.0524901837229645,0.2236348299312797,812516115.3610352,168452498.06358626
USA,2001,Wind,21180.959004497578,30561.48121708739,1421599319.1879156,891170105,198675425727527.44,756547.884718318,54672.92035349189,36718.88596216264,8161.076850489417,276683,1,1824955254.45442,1,8.825373956690463,2189.6688706347127,289.7409485214709,10.666706078010778,10.22722315218817,10.010270569885371,21.329113868979377,990.6960664975174,0.242483198265022,0.1910883080904555,49030694.6120166,633635085.14883
Canada,2001,Solar,11335.78139751193,12837.47868625526,5538384160.349211,1204150827,2335467502568.1577,362225.7064080767,14670.707153243897,81738.53239340533,411997.33691160736,242293,0,7110248960.127081,1,38.27384331266735,2719.900350373617,153.0653836891499,6.323562529372425,61.64461605896664,72.06508559660743,7.944726036553096,164.292698767046,0.8177643599623551,0.2500717059134829,449751868.7254304,592021088.7060685
Brazil,2018,Solar,35462.43000880131,49391.91331434193,1059503346.4156692,870796784,154835047760944.34,301718.2834128215,13457.275565991697,10805.868981865757,987754.6100271026,438215,1,3641743229.2862544,1,32.410798769818015,360.0602082536573,114.05620405841957,13.340979488951122,56.84929378464963,4.980460701168465,39.71587346105425,710.6216980242788,0.3677944046508211,0.2256285469663019,915494036.7451372,192805215.2972968
France,2011,Solar,26214.465679162087,42776.76912702643,3473815729.758028,257798910,11370122210184.78,233044.812379564,17498.74503294429,87826.15878938981,69279.17921068807,239222,0,7290904922.525938,0,15.809209895396172,555.8192033579328,272.6606366612003,0.1685962488906273,96.8817199894939,40.99187295039811,48.81629398021102,658.6142152458126,0.3030153455545974,0.1174399327340857,307560459.8056088,63715964.5669025
India,2019,Solar,85526.27534287164,31688.610545498388,2993183257.680448,962931198,195912189848046.25,683468.0982461154,77057.81670560197,83090.2034229602,314693.5331978539,898416,0,4478949680.65314,0,-6.094821958220511,630.9732210182834,231.101930164936,14.779682825978,95.62398037095564,86.49436957021696,81.24809313048472,507.8569296880882,0.1333360930431438,0.1716197094439908,493571265.1900491,873758656.6738117
India,2018,Wind,27140.14961793388,41863.25750869492,4945432966.500803,164085760,3177854433069.7124,648947.6508443806,60381.90376396874,5479.0476375231865,605303.1683059821,47484,0,9082320302.507671,0,25.539930124923124,850.6955226550344,232.7846035682947,7.106769147657175,28.487648191504167,11.8236652708677,82.77079610073079,921.9478576748982,0.3838720599660543,0.499893457677741,694546819.7026709,679051925.7900717
Canada,2006,Wind,8672.59764461304,48501.42831461271,447293887.8110868,975454486,62298084188376.66,568199.9199267311,50690.11399455012,66860.76095879161,192247.2591942128,889023,0,7850377289.394559,1,30.96701071387104,813.3050685906372,164.38715915908278,8.42196753965029,40.13328148811597,28.03846794345789,82.67668101902093,346.0976557458815,0.1969464187006947,0.2063849854112579,750622674.9796677,515613564.1094985
USA,2023,Wind,84123.42199610095,114.53163932083407,8862533293.041882,594206365,73901331652515.69,630754.2770382137,55168.72872295053,10553.382881615544,54945.116744150815,359897,0,4780067590.839333,0,38.72028349494392,478.5578486625196,145.22501541279848,1.645645175428692,95.43327788143546,31.365815125979168,98.96387212571896,88.51022667841472,0.6303852928755248,0.4948614767931031,560507891.765574,136680893.9071549
Russia,2006,Solar,4436.651081146397,9151.590442882944,908958358.0178002,375164721,93116286810229.31,159355.52499160692,47514.14917878206,58839.33898204558,87689.10982779585,706614,1,9915244390.518692,1,39.635713140771095,1454.4282805315606,250.28596736864105,12.099111357264604,66.78404174205849,10.09668519454816,19.947157382266887,530.6937137181992,0.5915611598022696,0.1728322974603115,395933505.8431504,449040393.00119615
France,2018,Wind,68415.93093168313,34598.87382642854,9550288884.525208,88496743,93087318016859.23,975798.561584232,93577.90920329276,98274.48420099309,856642.3920536932,419685,0,6051563227.889052,1,30.880142903819497,732.3972012303269,297.9497973674862,12.810771790603866,59.0121047163598,79.90031663509185,87.28186935935838,528.647300442252,0.398006102784919,0.0880084468800904,814380003.9316008,403254377.1108528
France,2000,Wind,69223.64166864043,30053.48686968921,7618095570.674675,955682362,156018394397830.44,973003.936826075,50223.05401551091,39845.67612819419,780476.8238450252,605660,1,4713593344.353683,1,-5.434488272743911,2508.922817978125,190.73477511165527,7.933811692790201,11.583804176814905,69.16536686375645,50.94865057677889,163.21254002415586,0.8339888277115799,0.2006137315996338,279940505.1232182,240763116.25472525
France,2018,Wind,66922.2747952005,20850.806333277123,2425027780.32503,823190750,151406953357545.3,959996.2861478026,77759.67799239884,96558.32659433306,11529.797694153052,825619,0,6771915208.298698,1,22.967189813518544,824.7848040235926,207.0195933283673,2.015329891415025,16.899327665894535,43.98740103038515,8.039913760063143,940.9914621372542,0.8366308451664344,0.2809680916437421,29549760.60592219,620217813.8742708
Germany,2011,Solar,4668.93596182355,30640.211539674783,426748083.36629146,1175626215,184298969773058.1,640772.5751524854,2378.8850480989763,43786.158555693226,757907.8981162467,325101,1,8106163880.329135,0,-8.878735982288275,1477.4463306459295,149.54953851754885,3.0494469252267526,51.08334040864836,72.33321036523421,83.63771530419201,94.7834546695844,0.6740834443991734,0.184215524221352,828393198.3334136,125035923.6848305
Germany,2010,Wind,90953.93705670632,31866.761095423677,6575640652.783454,1272400482,24238487432997.81,254094.6021677241,64050.39552756467,9375.842437808016,603332.8869501981,870482,0,3751057521.3390055,0,-1.717585267021473,2361.168371612757,107.3568041547367,3.217119141649898,40.1639473487807,52.017634425206495,22.89708176958336,414.64380260558,0.0705638433965106,0.4000701395783879,152215960.27615395,858733741.4066778
France,2022,Solar,54613.44742936076,26607.68738285311,9392059357.296951,1391838261,30779522425884.15,698817.5935001589,91627.30487860658,37051.547969069456,31141.52965465964,690127,0,9487669371.589262,0,36.6176604233064,1439.7021808073143,244.29239643336211,1.4620733821149483,48.52517201476066,32.10524271785407,10.347897989942355,495.1927107689516,0.6162438908535119,0.2663388958344014,911779943.5359908,169918817.88581476
Japan,2000,Wind,95015.8157956313,41556.08368540793,2533838625.6263323,341165554,126061629907860.8,187669.53975381155,79296.76598585589,83267.86739614315,538291.7200468152,915829,0,4014324552.624257,0,0.8163820156255355,2240.6097985683728,127.1668894078618,7.454917621925115,32.62224679340579,56.746864875732925,9.28881265743653,472.4851453106908,0.7008251845107466,0.4920003258029176,217673934.0524125,23125306.40965062
France,2006,Solar,39025.76243757687,38199.31983103021,1685319793.8748903,1117505672,12718366902601.62,714549.8257639604,85057.80673523988,71167.7502691284,835743.6510568614,513621,1,2746291539.235032,1,26.50817930422405,1368.484658939884,273.43963532932025,3.863442914875508,90.04240285246279,92.65548571419173,45.83626421184698,68.1473270527975,0.8341341606356731,0.4688557325712638,183593723.11754897,699060898.742644
Australia,2014,Solar,48700.98316584184,12732.107953435563,5889484299.5536175,406085360,101232160626305.72,186022.8407055681,98886.99320256338,51247.91098296197,748948.150501857,77608,1,7847098545.304033,1,3.0363572349334,1098.265313450716,253.38253509921972,0.6783296587069443,26.42119351449007,43.12671046861964,25.24159316386284,975.3430055807096,0.130177975353588,0.1523319766335956,905225961.7607026,221870941.853472
China,2007,Solar,28822.25819105676,30464.72698092133,2301892038.5575094,1379555838,72074841192557.67,474346.63548011886,30125.26136141761,66497.82806486287,466427.3029493436,581487,0,7700204038.194541,1,-0.4925969605233362,287.44681625229657,218.5477250575533,11.467703244787783,23.89693571968119,25.90516633939309,62.17442671906467,967.7967685109118,0.6286890800121738,0.2723555389670746,821348154.7011167,605368564.4433572
Japan,2000,Wind,61400.71072213549,8230.124713139745,6414392992.251287,48470111,51236516390967.41,502656.8199474681,82097.76147471732,46261.25012674751,930364.7917248274,955110,0,1945374805.2751224,1,3.525698711878265,1625.286960997729,229.0953654872551,7.969468269491343,66.79553508027594,10.183017146467655,26.6995162955035,857.4528252561254,0.5426725761684278,0.4868283176443146,180462127.5861666,450381419.9657712
USA,2016,Solar,2391.9320679898306,25360.512199957942,8688450908.386337,503503268,185500453780882.7,358444.0883711934,46941.80733292168,9914.510538565588,122028.47539891484,734144,1,9302362216.703516,0,34.54197572699315,925.5210140509264,178.68499982169448,6.276017756076538,63.0045970176503,12.326074201061822,34.897424741396186,892.4151631971124,0.699300665439582,0.482624722766952,552832910.9206042,403495555.8886321
India,2016,Wind,96997.39916697486,16034.09737771404,2080318419.7214663,363462241,150855119613284.5,900490.748616693,40605.09894672437,39019.2807121873,895724.5449688571,401239,1,6579823611.974572,1,25.61065139678783,2805.845249995945,195.0243368261391,10.165560834520589,90.27586917612834,76.53360915937641,20.25656133410776,736.0300566604369,0.8718664275452345,0.3774096061723935,402665550.7397214,292199844.7663397
Germany,2003,Solar,19433.2974614494,24533.70966773273,1726441058.7373688,465157983,156096076606650.0,669034.635007386,95070.8182432925,50513.31545716648,670908.0756596744,405173,0,1406992028.3468957,1,23.02874825106849,2619.606817827778,281.7433164135135,10.21327506156195,89.31407951259779,55.84802131869884,40.754540926025015,405.80078901542254,0.5174382081480874,0.3775453990907298,39792110.62806,97894125.00733145
Australia,2014,Solar,76206.43604746819,46159.42521191875,6076505592.022859,1311498905,133061254926688.5,808446.9810900696,26985.52355745807,68940.29654042264,151440.44742561187,773876,1,6704067455.599014,0,39.61619611261706,384.6861998486988,233.44207715249732,0.6274017504643786,62.55657475660939,24.74263691628178,72.71623054430509,356.9304767013095,0.9469106953285974,0.4923094178772992,517919729.6353352,319948118.8342689
Japan,2003,Solar,45979.2349765951,38349.32324513662,9746854344.3036,1352457661,117121294341354.66,378741.9710330972,35551.54597517096,19706.66100877141,167060.85758950538,386671,0,9087325614.761835,0,36.82737384683159,2569.12447591363,238.7026635177136,3.1224537340934084,51.43669342400538,96.30620683291676,7.83856410806113,252.0025516724461,0.6396571015697374,0.3786335809395933,576176300.5873457,367165469.0825156
Russia,2000,Solar,89395.06470359552,7750.496045492197,7443016791.996797,1138125620,166785948548029.94,598794.356163583,26677.532329579284,54640.641962752285,184099.03689539552,740942,0,9457673381.468475,0,36.35561119507512,1065.6313849412531,144.90876533890292,14.660057346430332,38.46869984081095,19.877559116348444,83.33906401770446,919.909737071515,0.3957166019256256,0.4867725136170714,334311057.46877295,673921260.5100724
USA,2000,Wind,23166.39228716472,25198.1668737348,6793684479.029811,96432280,163139008632216.75,752772.4110997464,80303.04505504972,32199.757475177783,469954.7370108294,112018,1,7627754506.436731,1,23.768790114699986,2311.559423660498,274.9556785580105,6.387623092105531,60.72153987823528,34.92541657189461,30.27675117270041,643.8046597729752,0.3504654022752326,0.1606564874013999,899781295.7627115,780875118.4336196
China,2000,Solar,24105.08475360432,34069.36572810719,5645018026.689096,816003131,177862093076784.0,430375.411643662,87836.48667529832,5497.72345456623,533479.1969663586,895843,0,5283943778.914871,1,11.491125692618812,2235.538926872801,219.75123517783115,4.92305088546143,60.26160932742476,13.61053252899026,88.53427308589363,746.5666831945134,0.3193604421421621,0.4340583452651336,885129975.747392,496198288.6855974
India,2001,Wind,47202.42352840514,41704.36500849402,376447041.3035008,1291794982,102372930970565.84,747990.1707891822,62849.90196480831,89626.48466562809,33141.60697492177,595054,1,3046741846.2215343,1,1.6524074329089125,1533.3310831851948,109.7683465215724,1.617430602958102,6.913122903469016,75.92408992667673,24.3659881279496,641.9307165563358,0.7291557648222308,0.2852834539812885,75997940.66387282,770971814.9597358
Brazil,2022,Wind,6825.248930930445,28271.80606517208,5920829809.466337,1401331250,98459862582146.84,359720.487351085,93050.3369896779,19056.32777125187,586018.4119756753,783133,1,7912196422.619367,0,34.396533752779064,1346.6326684080425,196.28439793112372,12.065704310474544,44.65422589046704,74.43547638376886,51.37699379426567,564.489698380601,0.0569165808999321,0.0739477926908905,843631209.779291,681445972.388732
Canada,2006,Wind,25365.23021002019,21604.92638991049,1221862320.874514,644450654,168648820490059.44,760924.0055306607,54151.70971896108,21352.082984736066,530091.4340965219,213880,0,431507387.31976414,0,-4.323281666870351,1596.250825794992,158.0930131993665,10.904863624244392,1.5818854829293238,40.48180465821231,89.91044137906542,732.9325221802978,0.8724627610441927,0.0960752445893776,79213231.37630063,42006606.10024422
Australia,2009,Wind,56320.75906324368,30999.31348018454,6159278134.835193,15218472,143790468534086.3,72479.83975480105,63782.98874113338,84765.29248208678,931131.7477446382,96966,1,1512461484.7943738,0,10.32473536473367,128.15855229377965,234.45428444411235,3.583438083774177,45.336956022097006,11.029904218630184,70.88902311339062,642.827208435381,0.6765969154588639,0.2102679252182372,336778046.0183542,276972882.9800311
Australia,2002,Solar,67484.50837956677,32816.5202661627,8145434514.096177,962718448,94258728201445.5,408444.9922415917,35350.46504645027,73527.01351591847,357599.0947802928,144097,1,8919690397.370113,0,10.821127371691231,1444.6987521157594,264.1829235560901,12.923459441555824,69.7239062976868,72.19785934115434,75.00599502178456,621.2316420731737,0.3069159770329123,0.2426735359620871,640515750.6953247,189223850.64325848
Japan,2001,Solar,46460.79362762231,200.7003571288955,1596762365.8651912,619976932,115608368198907.48,819798.014802411,14629.398731102205,18167.438910441026,761201.3105654799,796418,0,3390822757.078401,0,15.789992816465832,551.0454651859375,170.81425848677355,2.150122271362418,42.60111103421684,21.5261549282296,67.16915849935762,791.5666195633805,0.5078055166259732,0.36950563861822,95384223.17972484,912954463.572836
Russia,2014,Solar,60062.18948866177,1106.611965605989,7415867298.832053,177024262,133956134633399.0,123032.22129197489,82880.26220456426,50050.174501599344,150882.0141391486,37148,0,9726453663.035978,1,22.204584368710684,1412.6087980019895,207.87015804535727,2.2841389901695157,76.530299244063,14.0394686336482,48.66450004128763,936.3549590316647,0.0978871890701821,0.3262076963594679,853974269.6580174,953496057.9151076
USA,2020,Solar,20888.40639613741,43701.54177181939,7208631197.636181,1090268228,118314895756160.6,978496.2083032216,62033.71764557093,27423.34590284565,865404.3266066267,766543,1,6578260688.285049,1,-8.042860575359752,2220.801880331972,276.94255015222143,4.706978959364374,51.87107078755614,41.31394901952752,76.02361825065022,231.3214265187485,0.9078093560928032,0.0839389499978939,903457183.2669512,380927693.0193727
India,2018,Wind,37338.729242704976,23855.339507340243,816265997.7260324,557066120,56711926244355.41,874848.0573122447,87913.13732747217,94566.24021694103,296392.234835639,991752,0,2437525152.054219,1,-4.366106062121441,2768.8171525030343,263.2606789417439,1.2923168465169723,77.02057100726246,18.602096817638603,68.66105655814012,559.8482195091585,0.1032239433366332,0.4816193381718252,601425445.8322084,64935083.66901914
Australia,2015,Solar,85033.17204007534,42555.232864720696,6527130862.712743,94017894,171984157701703.16,518666.6598278325,91503.3820727117,17914.577003098624,935349.9839333654,856094,1,1560270490.475701,0,34.4783845970077,1929.4956706891965,206.92140651479144,1.423107995633011,17.028703064495467,80.89331495346998,73.55945768861636,797.5816614921246,0.3126634061221698,0.053537906933147,103397339.55144978,18453188.334894888
Australia,2001,Wind,35556.23171789341,7081.482047298254,3167697334.072406,1004255401,41039727610144.016,722170.1933978857,5298.174057756617,41272.87389258437,513169.5651078481,107598,0,590053466.7633008,1,15.07315058445992,2822.418233087864,117.4496690177452,10.750086079304392,0.7124441481022981,25.742420044504644,54.054528512301445,904.877779960668,0.5263025600241843,0.2648276955671887,599085055.0739603,353267480.3675479
Brazil,2003,Solar,68572.03468584348,23921.748131613756,9916333642.98218,19678036,25994445453172.668,733036.0248952047,56717.9372111384,5861.757864116655,166609.61475555683,967260,0,9723137903.006733,0,38.39333932816757,897.5293716854549,104.94957358683683,1.2971535516337205,66.76226448417444,36.56445440446016,17.57043452408922,740.8147367001186,0.3774387034983251,0.1217200789741935,100245282.401933,166334217.24781683
USA,2021,Wind,81854.1107045476,16760.73643456325,8814753836.063477,812391449,56296890735521.68,376675.2245617972,27181.601793238548,98529.09787938504,265594.1227966392,200719,0,3676153453.5204353,0,16.212965825351386,1344.7781276394055,178.37479542374484,0.2048309624777694,81.16198851246203,79.50019850565423,82.35666790426689,698.767319691263,0.7428809674802481,0.1144059925671952,139760571.87231156,806814198.8921984
Japan,2001,Wind,45138.635400241306,44785.46844952222,9044559819.425783,161336068,17427893933739.352,430951.8242360281,4372.472019765004,49669.13156364616,516638.86996927287,852915,1,8411204774.426527,1,23.0651945241161,2882.041853453037,131.05659349020053,14.539759576293994,0.3230609026968811,41.62161109154751,96.83841522196056,539.6144417082273,0.8373313583339437,0.3819853145263703,130950922.33404268,237894525.5556254
Germany,2011,Wind,46676.76044786834,16172.63803597427,8913800719.552301,194805702,154225025228351.6,563160.4877333876,85222.7523285729,97692.43169169455,373296.20456788415,697418,0,9660512547.475018,1,14.058441665015016,492.2675068930062,129.5809142517088,7.067231616151599,13.295259816103576,38.86849758147846,21.639790651518087,140.15324082873423,0.9550737762595104,0.384892756872031,648281828.7431071,228808745.30751735
Canada,2015,Wind,48263.2913557231,41308.8852561084,6894786716.11708,1371614659,123291071522102.86,805946.4432064627,81657.31865050901,10112.736108855655,486332.39312586526,891863,1,5841660669.159078,0,-7.394731314914495,1144.3141923450153,253.56943549743383,12.313403474152636,84.4016664269656,89.81771424417083,21.45790558838384,482.8722434514516,0.0545561221275966,0.2284203430196317,781765032.5676806,945661615.9461448
Germany,2010,Solar,42548.35151270433,13420.63638044923,9846252558.667126,1278528602,191178920339006.1,554427.3343746793,27768.844154989365,44440.05574766584,112991.55968241408,935069,0,2085387798.9235888,0,25.47080022371552,1186.2272268566765,134.26996195964853,10.503830520676033,19.1219839093796,98.70859047230556,25.139771648531816,676.7911309269289,0.4263170803271681,0.3505493845927395,800849245.0939871,209059448.9234098
